Fiscal Year,Month Grouping,Month (abbv),Component,Demographic,Citizenship Grouping,Title of Authority,Encounter Type,Encounter Count
2021,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,1770.0
2019,FYTD,JUL,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,36.0
2019,FYTD,MAR,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,55.0
2021,FYTD,FEB,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,326.0
2019,FYTD,SEP,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,330.0
2021,FYTD,AUG,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,3619.0
2019,FYTD,NOV,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,195.0
2021,FYTD,JUL,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,39.0
2021,FYTD,APR,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,5182.0
2019,FYTD,AUG,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,81.0
2021,FYTD,AUG,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,44159.0
2020,FYTD,SEP,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,85.0
2020,FYTD,JUL,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,108.0
2021,FYTD,MAY,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,8170.0
2019,FYTD,APR,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,34.0
2021,FYTD,OCT,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,5.0
2020,FYTD,SEP,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,481.0
2020,FYTD,AUG,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,928.0
2019,FYTD,APR,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,189.0
2021,FYTD,AUG,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,7257.0
2020,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,1015.0
2021,FYTD,MAY,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,9.0
2021,FYTD,JUL,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,224.0
2021,FYTD,SEP,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,28.0
2021,FYTD,FEB,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,689.0
2021,FYTD,MAR,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,11.0
2021,FYTD,OCT,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,790.0
2019,FYTD,APR,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,24336.0
2020,FYTD,JUL,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,1701.0
2020,FYTD,SEP,U.S. Border Patrol,UC / Single Minors,Other,Title 42,Expulsions,20.0
2019,FYTD,JUN,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,21.0
2020,FYTD,NOV,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,44.0
2021,FYTD,APR,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1467.0
2021,FYTD,JAN,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,33450.0
2020,FYTD,MAR,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,436.0
2020,FYTD,AUG,Office of Field Operations,UC / Single Minors,El Salvador,Title 42,Expulsions,1.0
2020,FYTD,DEC,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,1.0
2019,FYTD,JAN,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,64.0
2020,FYTD,NOV,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,2371.0
2020,FYTD,APR,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,445.0
2020,FYTD,JAN,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,2404.0
2020,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,159.0
2019,FYTD,NOV,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,9177.0
2020,FYTD,AUG,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,74.0
2021,FYTD,JAN,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,386.0
2020,FYTD,MAR,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,1293.0
2021,FYTD,MAR,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,39.0
2019,FYTD,OCT,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,15.0
2020,FYTD,JUL,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,50.0
2020,FYTD,APR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,0.0
2019,FYTD,APR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2997.0
2019,FYTD,JAN,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,109.0
2021,FYTD,JUN,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,18.0
2021,FYTD,MAY,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,345.0
2020,FYTD,SEP,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,6.0
2019,FYTD,MAR,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,278.0
2021,FYTD,FEB,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,70.0
2020,FYTD,AUG,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,2880.0
2021,FYTD,APR,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,2324.0
2020,FYTD,MAY,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,54.0
2021,FYTD,JUL,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,4254.0
2019,FYTD,AUG,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,5329.0
2019,FYTD,OCT,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,89.0
2021,FYTD,JUN,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,7.0
2019,FYTD,FEB,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,157.0
2021,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,2555.0
2021,FYTD,SEP,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,5.0
2021,FYTD,SEP,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,10603.0
2020,FYTD,APR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,343.0
2019,FYTD,SEP,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,2891.0
2019,FYTD,SEP,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,2082.0
2021,FYTD,AUG,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,1463.0
2020,FYTD,JUN,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,234.0
2021,FYTD,JUN,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,400.0
2020,FYTD,SEP,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,12.0
2020,FYTD,JUL,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,0.0
2020,FYTD,APR,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,12.0
2020,FYTD,MAR,Office of Field Operations,UC / Single Minors,Mexico,Title 42,Expulsions,2.0
2019,FYTD,SEP,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,427.0
2019,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,1860.0
2021,FYTD,NOV,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,879.0
2019,FYTD,NOV,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,2378.0
2021,FYTD,MAY,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,37.0
2019,FYTD,JAN,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,12221.0
2019,FYTD,MAY,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,5.0
2019,FYTD,MAR,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,4.0
2019,FYTD,JUL,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,19252.0
2019,FYTD,FEB,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,0.0
2021,FYTD,SEP,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,56.0
2020,FYTD,SEP,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,2.0
2019,FYTD,FEB,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,15775.0
2020,FYTD,JUN,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,41.0
2019,FYTD,AUG,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,226.0
2021,FYTD,JUL,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,138.0
2021,FYTD,JUL,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,1138.0
2021,FYTD,JUN,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,568.0
2020,FYTD,APR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,500.0
2020,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,436.0
2021,FYTD,AUG,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,17996.0
2020,FYTD,MAY,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,450.0
2020,FYTD,NOV,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,28.0
2020,FYTD,JAN,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,19.0
2021,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,39.0
2020,FYTD,APR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,7.0
2020,FYTD,JUN,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,2.0
2020,FYTD,JUL,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1287.0
2019,FYTD,MAY,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,2893.0
2021,FYTD,JUN,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1.0
2021,FYTD,FEB,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,11.0
2020,FYTD,FEB,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,2041.0
2019,FYTD,JAN,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,568.0
2019,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,829.0
2019,FYTD,JUL,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,1095.0
2021,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,1.0
2019,FYTD,APR,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,88.0
2020,FYTD,MAY,U.S. Border Patrol,UC / Single Minors,Honduras,Title 42,Expulsions,52.0
2019,FYTD,MAY,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,10912.0
2021,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,643.0
2020,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 42,Expulsions,78.0
2021,FYTD,JUL,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,244.0
2021,FYTD,MAR,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,6.0
2020,FYTD,JUN,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,13.0
2021,FYTD,JUN,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,2138.0
2021,FYTD,MAY,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,20.0
2019,FYTD,APR,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,1.0
2020,FYTD,JUN,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,8.0
2021,FYTD,OCT,Office of Field Operations,UC / Single Minors,Honduras,Title 42,Expulsions,1.0
2020,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,416.0
2020,FYTD,JUL,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,745.0
2019,FYTD,APR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,969.0
2020,FYTD,JAN,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,1544.0
2021,FYTD,NOV,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,2737.0
2020,FYTD,MAY,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,28.0
2021,FYTD,JAN,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,43.0
2021,FYTD,AUG,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1.0
2020,FYTD,AUG,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,16.0
2021,FYTD,FEB,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,118.0
2019,FYTD,DEC,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,83.0
2021,FYTD,FEB,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,4411.0
2021,FYTD,APR,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,89.0
2019,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,1277.0
2021,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Honduras,Title 42,Expulsions,1.0
2020,FYTD,MAR,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,25.0
2020,FYTD,MAR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2128.0
2021,FYTD,FEB,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,7.0
2020,FYTD,AUG,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,155.0
2019,FYTD,NOV,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,0.0
2020,FYTD,OCT,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,16.0
2019,FYTD,SEP,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,98.0
2019,FYTD,APR,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1.0
2021,FYTD,NOV,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,1533.0
2019,FYTD,FEB,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,27.0
2020,FYTD,JUL,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,14.0
2020,FYTD,MAR,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,573.0
2020,FYTD,SEP,Office of Field Operations,UC / Single Minors,Mexico,Title 42,Expulsions,48.0
2019,FYTD,MAR,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,2443.0
2019,FYTD,DEC,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,24.0
2021,FYTD,APR,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,791.0
2020,FYTD,OCT,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,2813.0
2021,FYTD,NOV,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,6368.0
2020,FYTD,APR,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,72.0
2021,FYTD,APR,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,73.0
2021,FYTD,OCT,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,1110.0
2020,FYTD,SEP,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,2.0
2020,FYTD,JAN,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,14134.0
2019,FYTD,MAY,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,3219.0
2020,FYTD,MAR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,37.0
2021,FYTD,JUL,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,667.0
2021,FYTD,JAN,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,1927.0
2021,FYTD,JUN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,118.0
2021,FYTD,DEC,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,685.0
2019,FYTD,FEB,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,84.0
2019,FYTD,SEP,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,84.0
2021,FYTD,JUN,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,619.0
2020,FYTD,APR,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,9946.0
2019,FYTD,NOV,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,66.0
2021,FYTD,APR,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 42,Expulsions,1.0
2020,FYTD,DEC,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,2799.0
2019,FYTD,OCT,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,1340.0
2019,FYTD,MAY,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,15964.0
2021,FYTD,JUN,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,2854.0
2019,FYTD,MAR,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,2219.0
2021,FYTD,JAN,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,7798.0
2021,FYTD,JUL,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,7928.0
2019,FYTD,AUG,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,2.0
2019,FYTD,FEB,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2826.0
2019,FYTD,SEP,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,13319.0
2021,FYTD,JUL,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,18.0
2021,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Honduras,Title 42,Expulsions,8.0
2020,FYTD,MAY,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,4.0
2020,FYTD,JUN,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,0.0
2021,FYTD,AUG,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,19028.0
2020,FYTD,OCT,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,8.0
2019,FYTD,APR,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,11.0
2020,FYTD,AUG,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,6.0
2021,FYTD,MAR,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,151.0
2021,FYTD,JAN,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,320.0
2020,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,543.0
2021,FYTD,JAN,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,2066.0
2020,FYTD,APR,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,1575.0
2019,FYTD,APR,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,55.0
2020,FYTD,JUN,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,6.0
2019,FYTD,SEP,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,888.0
2020,FYTD,MAY,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,47.0
2021,FYTD,DEC,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,72.0
2021,FYTD,MAR,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,41.0
2020,FYTD,NOV,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,2.0
2021,FYTD,JUN,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1204.0
2020,FYTD,FEB,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2995.0
2021,FYTD,DEC,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,10.0
2021,FYTD,NOV,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,28.0
2021,FYTD,MAR,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,1.0
2021,FYTD,MAY,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,1135.0
2021,FYTD,NOV,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,66.0
2021,FYTD,APR,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,825.0
2019,FYTD,DEC,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,226.0
2019,FYTD,JUN,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,2312.0
2020,FYTD,MAY,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,2.0
2021,FYTD,MAY,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,2.0
2022,FYTD,APR,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,8.0
2022,FYTD,APR,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1.0
2022,FYTD,APR,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,2.0
2022,FYTD,APR,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,1.0
2022,FYTD,APR,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,165.0
2022,FYTD,APR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,44.0
2022,FYTD,APR,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,30.0
2022,FYTD,APR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,34.0
2022,FYTD,APR,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,465.0
2022,FYTD,APR,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,313.0
2022,FYTD,APR,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1110.0
2022,FYTD,APR,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,1227.0
2022,FYTD,APR,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,14937.0
2022,FYTD,APR,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,29.0
2022,FYTD,APR,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,105.0
2022,FYTD,APR,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,22.0
2022,FYTD,APR,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,93.0
2022,FYTD,APR,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,9.0
